nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
0211,S08E04,-8,-4,320,20,Bxo,3,4,Beta,2002-12-03
0212,N13E75,13,-75,249,160,Cao,5,4,Beta,2002-12-03
0202,N12W51,12,51,2,0,Axx,0,1,Alpha,2002-12-04
0205,N20W16,20,16,327,20,Cso,3,5,Beta,2002-12-04
0207,S19W06,-19,6,317,240,Eao,13,18,Beta,2002-12-04
0208,N11E22,11,-22,289,120,Eai,11,24,Beta-Gamma,2002-12-04
0209,S19E20,-19,-20,291,110,Eso,11,6,Beta,2002-12-04
0212,N14E62,14,-62,249,180,Dao,5,8,Beta,2002-12-04
0213,N15E79,15,-79,232,70,Cso,7,3,Beta,2002-12-04
0203,N07W34,7,34,332,10,Bxo,3,3,Beta,2002-12-05
0205,N20W29,20,29,327,20,Cro,4,5,Beta,2002-12-05
0207,S19W21,-19,21,319,210,Eao,13,15,Beta,2002-12-05
0208,N10E08,10,-8,290,140,Eai,11,26,Beta-Gamma,2002-12-05
0209,S19E07,-19,-7,291,120,Cso,12,11,Beta,2002-12-05
0212,N13E49,13,-49,249,180,Dao,7,9,Beta,2002-12-05
0213,N14E64,14,-64,234,90,Cao,7,5,Beta,2002-12-05
0205,N20W41,20,41,326,10,Cro,3,4,Beta,2002-12-06
0207,S20W34,-20,34,319,170,Eso,14,10,Beta,2002-12-06
0208,N10W06,10,6,291,130,Eao,11,27,Beta-Gamma,2002-12-06
0209,S20W07,-20,7,292,110,Cso,14,6,Beta,2002-12-06
0212,N12E35,12,-35,250,170,Cao,6,12,Beta,2002-12-06
0213,N14E50,14,-50,235,110,Cao,8,6,Beta,2002-12-06
0214,N12W27,12,27,312,60,Dro,5,7,Beta,2002-12-06
0215,S18E74,-18,-74,211,100,Hax,3,1,Alpha,2002-12-06
0207,S20W50,-20,50,322,140,Eso,12,5,Beta,2002-12-07
0208,N09W24,9,24,296,90,Dao,3,8,Beta-Gamma,2002-12-07
0209,S19W26,-19,26,298,90,Hax,2,1,Alpha,2002-12-07
0212,N12E21,12,-21,251,170,Dao,7,13,Beta,2002-12-07
0213,N14E38,14,-38,234,40,Cao,5,4,Beta,2002-12-07
0214,N12W41,12,41,313,90,Dao,6,9,Beta,2002-12-07
0215,S19E59,-19,-59,213,80,Hsx,2,2,Alpha,2002-12-07
0207,S18W67,-18,67,325,60,Hsx,1,1,Alpha,2002-12-08
0208,N09W38,9,38,296,60,Dao,3,4,Beta,2002-12-08
0209,S20W39,-20,39,297,50,Fao,16,6,Beta,2002-12-08
0212,N13E08,13,-8,250,90,Dao,7,12,Beta,2002-12-08
0213,N14E24,14,-24,234,40,Cao,7,2,Beta,2002-12-08
0214,N13W55,13,55,313,110,Dao,8,9,Beta-Gamma,2002-12-08
0215,S18E46,-18,-46,213,80,Hsx,2,2,Alpha,2002-12-08
0205,N18W78,18,78,323,70,Hsx,6,2,Alpha,2002-12-09
0207,S17W81,-17,81,326,90,Hax,2,1,Alpha,2002-12-09
0208,N11W51,11,51,296,40,Dao,3,5,Beta,2002-12-09
0209,S18W52,-18,52,297,60,Hsx,2,1,Alpha,2002-12-09
0212,N14W05,14,5,250,80,Dao,6,9,Beta-Gamma,2002-12-09
0213,N14E14,14,-14,231,20,Cso,2,2,Beta,2002-12-09
0214,N13W70,13,70,315,120,Eso,11,9,Beta-Gamma,2002-12-09
0215,S18E32,-18,-32,213,70,Hax,3,2,Alpha,2002-12-09
0216,S24W39,-24,39,284,40,Cso,6,6,Beta,2002-12-09
0217,N12E56,12,-56,189,20,Axx,1,2,Alpha,2002-12-09
0218,S20E68,-20,-68,177,50,Hax,1,1,Alpha,2002-12-09
0205,N20W88,20,88,320,120,Cao,4,2,Beta,2002-12-10
0207,S17W94,-17,94,326,50,Hsx,2,1,Alpha,2002-12-10
0209,S18W65,-18,65,297,60,Hax,2,1,Alpha,2002-12-10
0212,N14W18,14,18,250,60,Dao,4,9,Beta,2002-12-10
0213,N14E01,14,-1,231,20,Cso,7,6,Beta,2002-12-10
0214,N13W83,13,83,315,70,Bxo,6,3,Beta,2002-12-10
0215,S18E19,-18,-19,213,40,Dao,5,11,Beta,2002-12-10
0216,S24W52,-24,52,284,50,Dao,6,3,Beta,2002-12-10
0217,N12E43,12,-43,189,20,Hsx,2,4,Alpha,2002-12-10
0218,S20E55,-20,-55,177,70,Hax,2,2,Alpha,2002-12-10
0219,S05W25,-5,25,257,20,Hax,2,3,Alpha,2002-12-10
0220,S12E47,-12,-47,185,150,Dao,6,12,Beta,2002-12-10
0221,N22E61,22,-61,171,20,Hsx,2,2,Alpha,2002-12-10
0209,S17W79,-17,79,298,50,Hsx,2,1,Alpha,2002-12-11
0212,N14W31,14,31,250,30,Dso,3,6,Beta,2002-12-11
0213,N15W12,15,12,231,10,Axx,1,1,Alpha,2002-12-11
0215,S18E04,-18,-4,215,60,Dao,3,10,Beta,2002-12-11
0216,S23W66,-23,66,285,20,Dso,8,2,Beta,2002-12-11
0217,N12E29,12,-29,190,10,Axx,1,1,Alpha,2002-12-11
0218,S18E42,-18,-42,177,60,Cso,3,3,Beta,2002-12-11
0219,S06W38,-6,38,257,10,Hsx,1,1,Alpha,2002-12-11
0220,S12E33,-12,-33,186,310,Dai,7,16,Beta-Gamma,2002-12-11
0221,N23E48,23,-48,171,20,Hsx,2,1,Alpha,2002-12-11
0209,S17W90,-17,90,296,60,Hsx,2,1,Alpha,2002-12-12
0212,N13W46,13,46,252,20,Dso,6,6,Beta,2002-12-12
0213,N16W28,16,28,234,20,Cso,5,7,Beta,2002-12-12
0215,S18W07,-18,7,213,30,Dso,4,9,Beta,2002-12-12
0217,N12E17,12,-17,189,10,Bxo,4,3,Beta,2002-12-12
0218,S19E30,-19,-30,176,40,Cao,3,7,Beta,2002-12-12
0219,S05W51,-5,51,257,10,Axx,1,1,Alpha,2002-12-12
0220,S12E21,-12,-21,185,270,Dai,9,25,Beta-Gamma,2002-12-12
0221,N23E35,23,-35,171,20,Cso,3,4,Beta,2002-12-12
0222,S06W03,-6,3,209,20,Cso,5,8,Beta,2002-12-12
0213,N17W41,17,41,233,10,Cso,3,4,Beta,2002-12-13
0215,S17W21,-17,21,213,30,Hrx,1,1,Alpha,2002-12-13
0217,N14E04,14,-4,188,0,Axx,1,2,Alpha,2002-12-13
0218,S19E17,-19,-17,175,20,Hsx,2,2,Beta,2002-12-13
0220,S12E07,-12,-7,185,190,Dai,10,17,Beta,2002-12-13
0221,N23E22,23,-22,171,10,Bxo,3,2,Beta,2002-12-13
0222,S12W16,-12,16,208,10,Bxo,4,7,Beta,2002-12-13
0223,N23E71,23,-71,121,70,Hsx,2,1,Alpha,2002-12-13
0224,S16E70,-16,-70,122,90,Dao,5,3,Beta,2002-12-13
0213,N18W53,18,53,232,20,Cso,3,3,Beta,2002-12-14
0218,S18E03,-18,-3,176,80,Dao,6,12,Beta,2002-12-14
0220,S12W06,-12,6,185,140,Dao,10,15,Beta,2002-12-14
0221,N20E12,20,-12,167,10,Axx,2,2,Alpha,2002-12-14
0222,S13W28,-13,28,207,10,Bxo,3,7,Beta,2002-12-14
0223,N24E60,24,-60,119,130,Cso,6,6,Beta,2002-12-14
0224,S17E61,-17,-61,118,220,Eao,15,11,Beta,2002-12-14
0225,N17E66,17,-66,113,120,Dao,10,9,Beta,2002-12-14
0226,S28E51,-28,-51,128,70,Dso,6,8,Beta,2002-12-14
0227,N05E34,5,-34,145,10,Bxo,3,3,Beta,2002-12-14
0215,S18W48,-18,48,213,0,Axx,0,1,Alpha,2002-12-15
0218,S18W11,-18,11,176,90,Dao,6,16,Beta,2002-12-15
0220,S13W18,-13,18,183,120,Eao,11,16,Beta,2002-12-15
0221,N20W01,20,1,166,20,Cro,2,4,Beta,2002-12-15
0223,N23E46,23,-46,119,140,Dso,4,5,Beta,2002-12-15
0224,S18E49,-18,-49,116,290,Eai,13,22,Beta-Gamma,2002-12-15
0225,N17E51,17,-51,114,140,Dai,9,9,Beta,2002-12-15
0226,S28E39,-28,-39,126,170,Dai,8,19,Beta,2002-12-15
0227,N06E21,6,-21,144,30,Cso,4,4,Beta,2002-12-15
0228,S14E65,-14,-65,100,40,Hsx,1,1,Alpha,2002-12-15
0229,N15E63,15,-63,102,220,Dai,7,7,Beta,2002-12-15
0218,S18W25,-18,25,177,70,Dao,8,12,Beta,2002-12-16
0220,S12W33,-12,33,185,80,Dao,10,12,Beta,2002-12-16
0223,N24E34,24,-34,118,140,Cai,4,7,Beta,2002-12-16
0224,S18E36,-18,-36,116,200,Eai,15,25,Beta-Gamma,2002-12-16
0225,N16E38,16,-38,114,100,Dai,7,14,Beta,2002-12-16
0226,S28E25,-28,-25,127,290,Eki,12,20,Beta,2002-12-16
0227,N06E08,6,-8,144,50,Dsi,6,8,Beta,2002-12-16
0228,S15E52,-15,-52,100,20,Hrx,1,1,Alpha,2002-12-16
0229,N17E51,17,-51,101,400,Dki,10,28,Beta,2002-12-16
0218,S17W39,-17,39,178,20,Hsx,1,1,Alpha,2002-12-17
0220,S12W50,-12,50,189,40,Hsx,2,1,Alpha,2002-12-17
0223,N24E21,24,-21,118,110,Dso,5,8,Beta,2002-12-17
0224,S15E22,-15,-22,117,120,Eao,11,13,Beta,2002-12-17
0225,N17E23,17,-23,116,100,Dai,8,15,Beta-Gamma,2002-12-17
0226,S28E12,-28,-12,127,320,Eki,14,28,Beta-Gamma,2002-12-17
0227,N07W07,7,7,146,70,Dri,7,9,Beta-Gamma,2002-12-17
0228,S17E37,-17,-37,102,10,Axx,1,1,Alpha,2002-12-17
0229,N18E37,18,-37,102,410,Ehi,12,28,Beta-Gamma,2002-12-17
0218,S18W49,-18,49,175,20,Cso,6,4,Beta,2002-12-18
0220,S13W64,-13,64,190,80,Hsx,4,3,Alpha,2002-12-18
0223,N25E08,25,-8,118,140,Dso,5,11,Beta,2002-12-18
0224,S14E06,-14,-6,120,160,Eao,13,26,Beta,2002-12-18
0225,N17E11,17,-11,115,110,Dai,8,14,Beta-Gamma,2002-12-18
0226,S28W01,-28,1,127,560,Fki,16,42,Beta-Gamma-Delta,2002-12-18
0227,N07W20,7,20,146,90,Dao,8,19,Beta-Gamma,2002-12-18
0229,N19E24,19,-24,102,320,Eki,13,38,Beta-Gamma,2002-12-18
0230,S08E59,-8,-59,67,70,Dao,7,5,Beta,2002-12-18
0218,S18W63,-18,63,177,20,Axx,1,1,Alpha,2002-12-19
0220,S13W78,-13,78,190,40,Hax,2,1,Alpha,2002-12-19
0223,N25W06,25,6,118,140,Cso,4,7,Beta,2002-12-19
0224,S14W08,-14,8,120,140,Eao,15,33,Beta,2002-12-19
0225,N17W03,17,3,115,90,Dao,9,14,Beta-Gamma,2002-12-19
0226,S28W15,-28,15,127,720,Fki,17,47,Beta-Gamma-Delta,2002-12-19
0227,N07W34,7,34,146,70,Cao,7,7,Beta,2002-12-19
0228,S17E10,-17,-10,102,10,Bxo,4,4,Beta,2002-12-19
0229,N19E12,19,-12,102,440,Eki,14,37,Beta-Gamma,2002-12-19
0230,S08E45,-8,-45,67,150,Dao,7,10,Beta,2002-12-19
0218,S18W79,-18,79,178,0,Axx,0,1,Alpha,2002-12-20
0220,S13W91,-13,91,190,0,Axx,0,1,Alpha,2002-12-20
0223,N25W19,25,19,118,80,Cao,3,4,Beta,2002-12-20
0224,S14W21,-14,21,120,50,Fro,16,17,Beta,2002-12-20
0225,N17W18,17,18,117,40,Cao,5,6,Beta,2002-12-20
0226,S28W28,-28,28,127,690,Fkc,20,45,Beta-Gamma-Delta,2002-12-20
0227,N07W47,7,47,146,30,Cao,5,4,Beta,2002-12-20
0228,S17W03,-17,3,102,10,Bxo,3,2,Beta,2002-12-20
0229,N19W03,19,3,102,230,Eai,14,21,Beta-Gamma,2002-12-20
0230,S08E32,-8,-32,67,210,Eai,13,12,Beta-Gamma,2002-12-20
0231,S25E13,-25,-13,86,20,Cso,4,2,Beta,2002-12-20
0223,N25W32,25,32,118,280,Dao,4,4,Beta,2002-12-21
0224,S14W32,-14,32,118,70,Dao,10,18,Beta,2002-12-21
0225,N17W33,17,33,119,30,Hsx,1,1,Alpha,2002-12-21
0226,S28W41,-28,41,127,720,Fkc,21,41,Beta-Gamma-Delta,2002-12-21
0227,N07W63,7,63,149,10,Axx,1,1,Alpha,2002-12-21
0228,S17W16,-17,16,102,10,Bxo,3,2,Beta,2002-12-21
0229,N19W16,19,16,102,200,Fao,16,23,Beta-Gamma,2002-12-21
0230,S08E19,-8,-19,67,310,Eki,12,18,Beta-Gamma,2002-12-21
0231,S25E00,-25,0,86,20,Dso,6,5,Beta,2002-12-21
0223,N25W45,25,45,118,50,Cso,4,5,Beta,2002-12-22
0224,S14W45,-14,45,118,70,Dso,10,13,Beta,2002-12-22
0225,N17W46,17,46,119,20,Axx,1,2,Alpha,2002-12-22
0226,S28W54,-28,54,127,510,Fkc,21,29,Beta-Gamma-Delta,2002-12-22
0227,N07W76,7,76,149,40,Hsx,1,1,Alpha,2002-12-22
0229,N19W29,19,29,102,140,Eao,15,23,Beta-Gamma,2002-12-22
0230,S08E06,-8,-6,67,300,Eai,13,27,Beta-Gamma,2002-12-22
0231,S25W13,-25,13,86,30,Cao,7,6,Beta,2002-12-22
0232,N13W08,13,8,81,20,Dao,0,3,Beta,2002-12-22
0223,N25W58,25,58,118,50,Cao,4,4,Beta,2002-12-23
0224,S14W58,-14,58,118,150,Dao,10,22,Beta,2002-12-23
0226,S28W67,-28,67,127,360,Fki,21,26,Beta-Gamma-Delta,2002-12-23
0229,N19W42,19,42,102,80,Dao,10,11,Beta-Gamma,2002-12-23
0230,S08W07,-8,7,67,220,Dho,10,22,Beta-Gamma,2002-12-23
0231,S25W26,-25,26,86,50,Dao,8,10,Beta,2002-12-23
0232,N13W21,13,21,81,20,Dao,5,3,Beta,2002-12-23
0223,N22W67,22,67,113,170,Cao,7,3,Beta,2002-12-24
0224,S15W68,-15,68,114,470,Dao,10,22,Beta-Gamma,2002-12-24
0225,N18W62,18,62,108,0,Axx,0,1,Alpha,2002-12-24
0226,S28W78,-28,78,124,460,Fko,22,13,Beta-Gamma,2002-12-24
0229,N22W51,22,51,97,120,Dao,9,10,Beta,2002-12-24
0230,S09W21,-9,21,67,310,Dho,10,21,Beta-Gamma,2002-12-24
0231,S25W39,-25,39,85,50,Dao,8,6,Beta,2002-12-24
0233,N11E42,11,-42,4,20,Bxo,2,4,Beta,2002-12-24
0223,N24W83,24,83,116,20,Axx,1,1,Alpha,2002-12-25
0224,S14W81,-14,81,114,230,Dao,10,10,Beta-Gamma,2002-12-25
0226,S28W89,-28,89,122,110,Eao,11,4,Beta,2002-12-25
0229,N25W63,25,63,96,50,Dso,4,4,Beta,2002-12-25
0230,S08W34,-8,34,67,170,Dso,8,9,Beta-Gamma,2002-12-25
0231,S25W53,-25,53,86,50,Dao,9,5,Beta,2002-12-25
0233,N13E27,13,-27,6,30,Cro,4,5,Beta,2002-12-25
0234,N18E73,18,-73,320,40,Hsx,2,1,Alpha,2002-12-25
0224,S14W92,-14,92,112,100,Dao,6,4,Beta,2002-12-26
0229,N26W75,26,75,95,20,Axx,1,1,Alpha,2002-12-26
0230,S08W50,-8,50,70,100,Hax,2,2,Alpha,2002-12-26
0231,S25W62,-25,62,82,60,Cao,5,4,Beta,2002-12-26
0234,N17E58,17,-58,322,60,Cso,7,3,Beta,2002-12-26
0235,N13E28,13,-28,352,10,Bxo,3,3,Beta,2002-12-26
0229,N27W90,27,90,97,10,Axx,1,1,Alpha,2002-12-27
0230,S07W63,-7,63,70,120,Cao,3,3,Beta,2002-12-27
0231,S24W77,-24,77,84,110,Cso,6,3,Beta,2002-12-27
0234,N17E45,17,-45,322,60,Cao,4,2,Beta,2002-12-27
0235,N14E15,14,-15,352,10,Bxo,3,3,Beta,2002-12-27
0230,S08W77,-8,77,71,60,Hsx,3,2,Alpha,2002-12-28
0231,S25W89,-25,89,83,50,Cso,8,4,Beta,2002-12-28
0234,N18E32,18,-32,322,50,Hsx,2,1,Alpha,2002-12-28
0235,N13E05,13,-5,349,10,Bxo,3,2,Beta,2002-12-28
0236,N17W27,17,27,21,30,Cao,3,4,Beta,2002-12-28
0230,S08W91,-8,91,72,50,Hsx,2,1,Alpha,2002-12-29
0234,N19E19,19,-19,322,40,Cao,3,5,Beta,2002-12-29
0236,N16W41,16,41,22,40,Dso,4,7,Beta,2002-12-29
0237,S26E00,-26,0,341,10,Bxo,5,5,Beta,2002-12-29
0238,N09E15,9,-15,326,10,Axx,1,2,Alpha,2002-12-29
0234,N18E05,18,-5,322,40,Hsx,2,1,Alpha,2002-12-30
0235,N14W22,14,22,349,10,Cso,3,4,Beta,2002-12-30
0236,N16W53,16,53,20,20,Hax,1,1,Alpha,2002-12-30
0239,S10E37,-10,-37,290,30,Cro,4,5,Beta,2002-12-30
0234,N18W08,18,8,322,30,Hsx,2,2,Alpha,2002-12-31
0235,N14W35,14,35,349,20,Cso,3,3,Beta,2002-12-31
0239,S10E24,-10,-24,290,40,Dso,6,9,Beta,2002-12-31
0234,N20W21,20,21,322,40,Hsx,1,1,Alpha,2003-01-01
0239,S10E10,-10,-10,291,70,Dao,8,12,Beta,2003-01-01
0240,S06E20,-6,-20,281,40,Dso,4,7,Beta,2003-01-01
0234,N19W33,19,33,321,30,Hsx,2,3,Alpha,2003-01-02
0239,S09W04,-9,4,292,80,Dai,6,11,Beta,2003-01-02
0240,S08E06,-8,-6,282,10,Bxo,3,3,Beta,2003-01-02
0234,N19W47,19,47,322,30,Hax,2,1,Alpha,2003-01-03
0239,S09W17,-9,17,292,70,Dao,9,10,Beta,2003-01-03
0240,S08W04,-8,4,279,10,Axx,2,2,Alpha,2003-01-03
0241,S25W40,-25,40,315,20,Cao,3,5,Beta,2003-01-03
0242,S08E61,-8,-61,214,30,Cso,3,6,Beta,2003-01-03
0234,N19W60,19,60,322,10,Axx,1,1,Alpha,2003-01-04
0239,S09W30,-9,30,292,40,Cao,4,5,Beta,2003-01-04
0241,S24W53,-24,53,315,20,Hrx,1,2,Alpha,2003-01-04
0242,S08E48,-8,-48,214,90,Dai,6,15,Beta,2003-01-04
0243,S19W34,-19,34,296,50,Dao,4,5,Beta,2003-01-04
0244,S15E58,-15,-58,204,50,Dao,5,9,Beta,2003-01-04
0245,N12E74,12,-74,188,70,Hax,2,1,Alpha,2003-01-04
0239,S09W43,-9,43,292,20,Hrx,1,2,Alpha,2003-01-05
0240,S08W38,-8,38,287,10,Hrx,1,1,Alpha,2003-01-05
0241,S24W66,-24,66,315,30,Dro,6,3,Beta,2003-01-05
0242,S08E33,-8,-33,216,180,Dai,8,18,Beta-Gamma,2003-01-05
0243,S19W47,-19,47,296,150,Dao,6,13,Beta-Gamma,2003-01-05
0244,S23E40,-23,-40,209,140,Dao,7,9,Beta,2003-01-05
0245,N11E59,11,-59,190,110,Hax,2,1,Alpha,2003-01-05
0239,S07W54,-7,54,290,30,Cso,5,7,Beta,2003-01-06
0240,S08W53,-8,53,289,10,Hrx,2,2,Alpha,2003-01-06
0242,S08E20,-8,-20,216,190,Dai,9,28,Beta-Gamma,2003-01-06
0243,S19W60,-19,60,296,200,Dao,8,13,Beta-Gamma,2003-01-06
0244,S23E27,-23,-27,209,150,Dao,7,15,Beta,2003-01-06
0245,N11E46,11,-46,190,80,Hax,2,3,Alpha,2003-01-06
0239,S07W67,-7,67,290,20,Bxo,5,3,Beta,2003-01-07
0240,S08W65,-8,65,288,10,Cso,5,3,Beta,2003-01-07
0242,S08E03,-8,-3,216,190,Dac,10,27,Beta,2003-01-07
0243,S19W73,-19,73,296,150,Cao,10,9,Beta-Gamma,2003-01-07
0244,S23E14,-23,-14,209,90,Cao,9,13,Beta-Gamma,2003-01-07
0245,N11E33,11,-33,190,30,Hax,1,2,Alpha,2003-01-07
0246,N08E10,8,-10,213,10,Cro,3,3,Beta,2003-01-07
0247,S17E73,-17,-73,150,20,Hsx,1,1,Alpha,2003-01-07
0239,S08W82,-8,82,299,50,Hax,3,1,Alpha,2003-01-08
0240,S04W78,-4,78,288,30,Cso,4,3,Beta,2003-01-08
0242,S06W09,-6,9,219,340,Dkc,10,36,Beta,2003-01-08
0243,S18W88,-18,88,302,60,Hax,2,1,Alpha,2003-01-08
0244,S23W01,-23,1,211,80,Dao,9,15,Beta,2003-01-08
0245,N12E21,12,-21,189,30,Cso,3,3,Beta,2003-01-08
0246,N09W02,9,2,212,0,Axx,0,1,Alpha,2003-01-08
0247,S18E59,-18,-59,151,70,Cao,8,5,Beta,2003-01-08
0248,S11W41,-11,41,251,10,Cso,3,4,Beta,2003-01-08
0249,S16E18,-16,-18,192,20,Cro,4,7,Beta,2003-01-08
0250,S27E79,-27,-79,131,100,Hsx,2,2,Alpha,2003-01-08
0251,S14E81,-14,-81,129,60,Hax,2,1,Alpha,2003-01-08
0242,S08W22,-8,22,219,370,Dac,9,46,Beta-Gamma,2003-01-09
0244,S22W16,-22,16,213,70,Dso,7,15,Beta,2003-01-09
0245,N11E07,11,-7,190,30,Cso,4,8,Beta,2003-01-09
0247,S18E47,-18,-47,150,240,Dai,10,18,Beta,2003-01-09
0248,S12W55,-12,55,252,30,Cso,4,7,Beta,2003-01-09
0249,S16E05,-16,-5,192,60,Dso,6,10,Beta,2003-01-09
0250,S28E66,-28,-66,131,190,Cao,5,3,Beta,2003-01-09
0251,S14E70,-14,-70,127,280,Dki,10,11,Beta-Gamma,2003-01-09
0242,S08W34,-8,34,217,310,Dai,9,35,Beta-Gamma,2003-01-10
0244,S22W31,-22,31,214,30,Cso,3,7,Beta,2003-01-10
0245,N12W05,12,5,188,30,Cao,3,6,Beta,2003-01-10
0247,S17E34,-17,-34,149,340,Dai,10,36,Beta,2003-01-10
0248,S10W69,-10,69,252,50,Axx,0,1,Alpha,2003-01-10
0249,S15W08,-15,8,191,40,Dso,6,13,Beta,2003-01-10
0250,S27E53,-27,-53,130,160,Cao,7,5,Beta,2003-01-10
0251,S13E58,-13,-58,125,330,Eao,11,12,Beta-Gamma,2003-01-10
0252,S04E61,-4,-61,122,10,Axx,1,1,Alpha,2003-01-10
0242,S08W48,-8,48,218,190,Dai,9,23,Beta-Gamma,2003-01-11
0244,S22W44,-22,44,214,10,Cso,2,3,Beta,2003-01-11
0245,N12W20,12,20,190,10,Cao,2,3,Beta,2003-01-11
0247,S15E20,-15,-20,150,300,Eai,11,33,Beta-Gamma,2003-01-11
0249,S15W21,-15,21,191,40,Dao,7,11,Beta,2003-01-11
0250,S26E37,-26,-37,133,170,Cao,6,7,Beta,2003-01-11
0251,S13E44,-13,-44,126,340,Eho,12,12,Beta,2003-01-11
0252,S03E46,-3,-46,124,20,Hsx,2,2,Alpha,2003-01-11
0253,N11W36,11,36,206,10,Cso,3,4,Beta,2003-01-11
0254,S15E72,-15,-72,98,70,Hsx,2,1,Alpha,2003-01-11
0242,S07W61,-7,61,218,300,Dai,9,28,Beta-Gamma,2003-01-12
0244,S22W56,-22,56,213,20,Cao,3,4,Beta,2003-01-12
0247,S17E07,-17,-7,150,300,Eai,11,46,Beta,2003-01-12
0249,S15W34,-15,34,191,40,Hsx,2,4,Alpha,2003-01-12
0250,S27E27,-27,-27,130,180,Cko,4,7,Beta,2003-01-12
0251,S14E32,-14,-32,125,380,Eko,15,34,Beta,2003-01-12
0252,S03E33,-3,-33,124,20,Hax,2,3,Alpha,2003-01-12
0253,N09W48,9,48,205,60,Dao,7,11,Beta,2003-01-12
0254,S16E63,-16,-63,94,190,Eao,11,11,Beta,2003-01-12
0242,S07W75,-7,75,219,170,Dao,8,12,Beta,2003-01-13
0244,S22W71,-22,71,215,20,Bxo,3,4,Beta,2003-01-13
0247,S16W07,-16,7,151,230,Eai,11,44,Beta,2003-01-13
0249,S15W47,-15,47,191,40,Dao,4,3,Beta,2003-01-13
0250,S27E13,-27,-13,131,180,Cko,5,9,Beta,2003-01-13
0251,S14E21,-14,-21,123,120,Eai,11,24,Beta,2003-01-13
0252,S03E18,-3,-18,126,10,Axx,2,2,Alpha,2003-01-13
0253,N09W61,9,61,205,30,Dso,7,4,Beta,2003-01-13
0254,S16E44,-16,-44,100,130,Cao,5,6,Beta,2003-01-13
0255,S13E14,-13,-14,117,200,Cko,5,9,Beta,2003-01-13
0256,S17E55,-17,-55,89,80,Cao,3,5,Beta,2003-01-13
0242,S07W87,-7,87,218,120,Dao,5,4,Beta,2003-01-14
0247,S16W21,-16,21,152,150,Eai,12,37,Beta,2003-01-14
0249,S15W62,-15,62,193,20,Hrx,1,1,Alpha,2003-01-14
0250,S26E00,-26,0,131,130,Cao,3,4,Beta,2003-01-14
0251,S14E09,-14,-9,122,80,Cao,9,16,Beta,2003-01-14
0253,N09W73,9,73,204,20,Cro,6,5,Beta,2003-01-14
0254,S14E29,-14,-29,102,100,Hax,2,2,Alpha,2003-01-14
0255,S13E01,-13,-1,130,200,Cko,5,9,Beta,2003-01-14
0256,S17E41,-17,-41,90,70,Hsx,2,1,Alpha,2003-01-14
0257,N16E23,16,-23,108,10,Bxo,3,3,Beta,2003-01-14
0247,S17W33,-17,33,150,150,Eao,11,20,Beta,2003-01-15
0249,S15W76,-15,76,193,10,Axx,1,1,Alpha,2003-01-15
0250,S26W12,-26,12,129,170,Cao,6,12,Beta,2003-01-15
0251,S14W05,-14,5,122,70,Dao,7,16,Beta,2003-01-15
0254,S14E17,-14,-17,100,110,Cso,4,6,Beta,2003-01-15
0255,S13W12,-13,12,129,240,Cko,5,7,Alpha,2003-01-15
0256,S16E28,-16,-28,89,60,Hsx,2,1,Alpha,2003-01-15
0257,N16E09,16,-9,108,20,Cso,4,6,Beta,2003-01-15
0258,N07E56,7,-56,61,50,Cao,3,5,Beta,2003-01-15
0259,N13E72,13,-72,45,50,Hax,2,2,Alpha,2003-01-15
0247,S16W46,-16,46,150,70,Dso,10,10,Beta,2003-01-16
0249,S14W85,-14,85,189,30,Axx,1,2,Alpha,2003-01-16
0250,S24W24,-24,24,128,150,Cao,5,5,Beta,2003-01-16
0251,S15W14,-15,14,118,50,Cro,8,14,Beta,2003-01-16
0254,S15E04,-15,-4,100,120,Cso,4,5,Beta,2003-01-16
0255,S13W23,-13,23,127,160,Cao,8,13,Beta,2003-01-16
0256,S17E16,-17,-16,88,50,Hsx,2,1,Alpha,2003-01-16
0257,N16W03,16,3,107,20,Cso,5,4,Beta,2003-01-16
0258,N07E44,7,-44,60,60,Cso,9,5,Beta,2003-01-16
0259,N11E58,11,-58,46,30,Hsx,2,3,Alpha,2003-01-16
0260,N14E77,14,-77,27,70,Hsx,3,1,Alpha,2003-01-16
0247,S15W64,-15,64,155,50,Cso,4,3,Beta,2003-01-17
0250,S27W36,-27,36,127,130,Cao,4,4,Beta,2003-01-17
0251,S15W28,-15,28,119,40,Cso,6,7,Beta,2003-01-17
0254,S14W11,-14,11,102,90,Hax,3,1,Alpha,2003-01-17
0255,S13W39,-13,39,130,150,Dso,5,7,Beta,2003-01-17
0256,S16E03,-16,-3,88,40,Hax,2,2,Alpha,2003-01-17
0257,N15W19,15,19,110,10,Axx,1,1,Alpha,2003-01-17
0258,N08E27,8,-27,64,70,Hsx,2,2,Alpha,2003-01-17
0259,N10E41,10,-41,50,40,Cso,7,7,Beta,2003-01-17
0260,N14E65,14,-65,26,70,Hax,2,1,Alpha,2003-01-17
0247,S13W76,-13,76,154,10,Bxo,4,3,Beta,2003-01-18
0250,S26W50,-26,50,128,120,Cao,6,5,Beta,2003-01-18
0251,S16W41,-16,41,119,10,Bxo,5,6,Beta,2003-01-18
0254,S14W24,-14,24,102,110,Hsx,2,1,Alpha,2003-01-18
0255,S12W53,-12,53,131,130,Cao,6,6,Beta,2003-01-18
0256,S16W12,-16,12,90,40,Cao,5,5,Beta,2003-01-18
